gene_index	gene_id	gene_symbol
30580	ENSG00000267311	AC007673.1
30581	ENSG00000267112	AC098848.1
30582	ENSG00000166510	CCDC68
30583	ENSG00000267013	LINC01929
30584	ENSG00000196628	TCF4
30585	ENSG00000267028	TCF4-AS1
30586	ENSG00000267402	TCF4-AS2
30587	ENSG00000267284	AC022031.2
30588	ENSG00000267325	LINC01415
30589	ENSG00000267172	AC022031.1
30590	ENSG00000287944	AC027584.1
30591	ENSG00000260930	LINC01416
30592	ENSG00000267327	AC009271.1
30593	ENSG00000206129	AC006305.1
30594	ENSG00000287248	AC009271.2
30595	ENSG00000267057	LINC01905
30596	ENSG00000267399	AC006305.2
30597	ENSG00000267712	LINC01539
30598	ENSG00000267732	AC006305.3
30599	ENSG00000091164	TXNL1
30600	ENSG00000091157	WDR7
30601	ENSG00000267146	AC012301.1
30602	ENSG00000267225	WDR7-OT1
30603	ENSG00000286777	AC012301.2
30604	ENSG00000258609	LINC-ROR
30605	ENSG00000267789	AC100775.1
30606	ENSG00000228075	BOD1L2
30607	ENSG00000267726	LINC02565
30608	ENSG00000177511	ST8SIA3
30609	ENSG00000277837	AC090340.1
30610	ENSG00000119547	ONECUT2
30611	ENSG00000066926	FECH
30612	ENSG00000278703	AC100847.1
30613	ENSG00000134440	NARS
30614	ENSG00000267040	AC027097.1
30615	ENSG00000267787	AC027097.2
30616	ENSG00000081923	ATP8B1
30617	ENSG00000267209	LINC01897
30618	ENSG00000049759	NEDD4L
30619	ENSG00000267743	AC107896.1
30620	ENSG00000267504	AC090236.2
30621	ENSG00000267396	AC090236.1
30622	ENSG00000267675	AC105105.2
30623	ENSG00000267391	MIR122HG
30624	ENSG00000276403	AC105105.4
30625	ENSG00000198796	ALPK2
30626	ENSG00000274354	AC105105.3
30627	ENSG00000267257	AC105105.1
30628	ENSG00000267579	AC104971.2
30629	ENSG00000275418	AC104971.3
30630	ENSG00000267226	AC104971.1
30631	ENSG00000172175	MALT1
30632	ENSG00000267476	AC104365.1
30633	ENSG00000267705	AC104365.3
30634	ENSG00000267501	AC104365.2
30635	ENSG00000267593	LINC01926
30636	ENSG00000074657	ZNF532
30637	ENSG00000267215	AC040963.1
30638	ENSG00000166562	SEC11C
30639	ENSG00000134443	GRP
30640	ENSG00000134438	RAX
30641	ENSG00000166569	CPLX4
30642	ENSG00000074695	LMAN1
30643	ENSG00000267677	AC016229.2
30644	ENSG00000183287	CCBE1
30645	ENSG00000267000	AC016229.1
30646	ENSG00000267061	AC090213.1
30647	ENSG00000267269	AC010776.1
30648	ENSG00000267774	AC010776.2
30649	ENSG00000273664	AC010776.3
30650	ENSG00000141682	PMAIP1
30651	ENSG00000267462	AC090377.1
30652	ENSG00000267686	AC090771.2
30653	ENSG00000267401	AC090621.1
30654	ENSG00000285681	AC091576.1
30655	ENSG00000166603	MC4R
30656	ENSG00000267098	AC113137.1
30657	ENSG00000101542	CDH20
30658	ENSG00000267316	AC090409.2
30659	ENSG00000267279	AC090409.1
30660	ENSG00000267175	AC105094.2
30661	ENSG00000267038	AC105094.1
30662	ENSG00000260440	LINC01544
30663	ENSG00000176641	RNF152
30664	ENSG00000197563	PIGN
30665	ENSG00000134444	RELCH
30666	ENSG00000266900	AC027514.1
30667	ENSG00000267560	AC027514.2
30668	ENSG00000141655	TNFRSF11A
30669	ENSG00000267341	AC100843.1
30670	ENSG00000141664	ZCCHC2
30671	ENSG00000278017	AC064801.1
30672	ENSG00000081913	PHLPP1
30673	ENSG00000171791	BCL2
30674	ENSG00000267766	AC022726.1
30675	ENSG00000283125	AC022726.2
30676	ENSG00000119537	KDSR
30677	ENSG00000267390	AC036176.1
30678	ENSG00000119541	VPS4B
30679	ENSG00000206075	SERPINB5
30680	ENSG00000269989	AC036176.3
30681	ENSG00000166634	SERPINB12
30682	ENSG00000197641	SERPINB13
30683	ENSG00000206073	SERPINB4
30684	ENSG00000206072	SERPINB11
30685	ENSG00000057149	SERPINB3
30686	ENSG00000166396	SERPINB7
30687	ENSG00000197632	SERPINB2
30688	ENSG00000242550	SERPINB10
30689	ENSG00000221887	HMSD
30690	ENSG00000283667	AC009802.1
30691	ENSG00000166401	SERPINB8
30692	ENSG00000267134	LINC01924
30693	ENSG00000179676	LINC00305
30694	ENSG00000266952	LINC01538
30695	ENSG00000286800	AC090348.1
30696	ENSG00000263863	AC007948.1
30697	ENSG00000264131	AC007631.1
30698	ENSG00000264232	LINC01916
30699	ENSG00000265217	AC090358.1
30700	ENSG00000081138	CDH7
30701	ENSG00000263720	AC023394.2
30702	ENSG00000263622	AC023394.1
30703	ENSG00000071991	CDH19
30704	ENSG00000260578	AC110597.1
30705	ENSG00000171451	DSEL
30706	ENSG00000263424	AC110597.3
30707	ENSG00000265533	AC114689.3
30708	ENSG00000263594	AC022655.1
30709	ENSG00000265555	LINC01903
30710	ENSG00000264634	AC100844.1
30711	ENSG00000264869	AC068112.1
30712	ENSG00000287907	AC005909.2
30713	ENSG00000264699	LINC01912
30714	ENSG00000265425	AC005909.1
30715	ENSG00000166479	TMX3
30716	ENSG00000150636	CCDC102B
30717	ENSG00000276092	AC040896.1
30718	ENSG00000263637	AC022035.1
30719	ENSG00000264472	AC096708.2
30720	ENSG00000273584	AC096708.3
30721	ENSG00000264705	AC090337.1
30722	ENSG00000285748	AC090337.2
30723	ENSG00000278532	AC026585.1
30724	ENSG00000206052	DOK6
30725	ENSG00000265643	AC119868.2
30726	ENSG00000266840	AC068254.1
30727	ENSG00000150637	CD226
30728	ENSG00000176225	RTTN
30729	ENSG00000287646	AC021701.1
30730	ENSG00000170677	SOCS6
30731	ENSG00000266258	LINC01909
30732	ENSG00000266304	LIVAR
30733	ENSG00000266278	LINC01910
30734	ENSG00000286642	AC091646.1
30735	ENSG00000263417	GTSCR1
30736	ENSG00000265781	AC090415.2
30737	ENSG00000287693	AC091691.3
30738	ENSG00000265484	AC091691.2
30739	ENSG00000260676	LINC01541
30740	ENSG00000265352	LINC01899
30741	ENSG00000260457	AC027458.1
30742	ENSG00000265995	AC069114.1
30743	ENSG00000141668	CBLN2
30744	ENSG00000166342	NETO1
30745	ENSG00000265579	AC023301.1
30746	ENSG00000263958	AC091138.1
30747	ENSG00000263711	AC079062.1
30748	ENSG00000261780	LINC02582
30749	ENSG00000265380	AC079070.1
30750	ENSG00000263655	AC090125.1
30751	ENSG00000287314	AC090125.2
30752	ENSG00000141665	FBXO15
30753	ENSG00000075336	TIMM21
30754	ENSG00000260569	AC090398.1
30755	ENSG00000166347	CYB5A
30756	ENSG00000286529	AC090398.2
30757	ENSG00000206043	C18orf63
30758	ENSG00000259779	LINC01922
30759	ENSG00000187773	DIPK1C
30760	ENSG00000287689	AC009704.3
30761	ENSG00000133313	CNDP2
30762	ENSG00000276934	AC009704.2
30763	ENSG00000150656	CNDP1
30764	ENSG00000264340	AC009704.1
30765	ENSG00000264247	LINC00909
30766	ENSG00000215421	ZNF407
30767	ENSG00000278607	AC015819.2
30768	ENSG00000273669	AC015819.1
30769	ENSG00000285915	AC015819.5
30770	ENSG00000180011	ZADH2
30771	ENSG00000179981	TSHZ1
30772	ENSG00000276993	AC116003.3
30773	ENSG00000264116	AC116003.1
30774	ENSG00000206026	SMIM21
30775	ENSG00000266774	AC116003.2
30776	ENSG00000287281	AC012101.2
30777	ENSG00000286603	AC012101.1
30778	ENSG00000287295	AC090812.1
30779	ENSG00000287993	AC090338.1
30780	ENSG00000261194	LINC01898
30781	ENSG00000266460	AC021506.1
30782	ENSG00000264108	AC090457.1
30783	ENSG00000263547	AC011095.1
30784	ENSG00000266743	AC103808.6
30785	ENSG00000264260	LINC01893
30786	ENSG00000264595	AC103808.2
30787	ENSG00000266014	AC103808.4
30788	ENSG00000265717	AC103808.3
30789	ENSG00000264212	AC103808.1
30790	ENSG00000266614	AC103808.5
30791	ENSG00000101493	ZNF516
30792	ENSG00000263982	AC009716.1
30793	ENSG00000265778	AC018413.1
30794	ENSG00000275763	C18orf65
30795	ENSG00000266256	LINC00683
30796	ENSG00000286090	AC034110.1
30797	ENSG00000266312	LINC01927
30798	ENSG00000276397	LINC01879
30799	ENSG00000264278	ZNF236-DT
30800	ENSG00000278107	AC027575.2
30801	ENSG00000130856	ZNF236
30802	ENSG00000266844	AC093330.1
30803	ENSG00000197971	MBP
30804	ENSG00000287680	AC093330.3
30805	ENSG00000275178	AC018529.1
30806	ENSG00000278330	AC018529.2
30807	ENSG00000265844	AC100863.1
30808	ENSG00000166573	GALR1
30809	ENSG00000264015	AC124254.2
30810	ENSG00000264693	AC123786.1
30811	ENSG00000286727	AC123786.3
30812	ENSG00000265843	LINC01029
30813	ENSG00000264334	AC134978.1
30814	ENSG00000266213	AC107892.1
30815	ENSG00000265644	AC087399.1
30816	ENSG00000265378	AC012572.1
30817	ENSG00000266273	AC044873.1
30818	ENSG00000266586	AC091027.2
30819	ENSG00000265101	AC091027.1
30820	ENSG00000287758	AC091027.3
30821	ENSG00000263146	LINC01896
30822	ENSG00000256463	SALL3
30823	ENSG00000166377	ATP9B
30824	ENSG00000267655	AC125437.1
30825	ENSG00000286245	AC125437.3
30826	ENSG00000267628	AC104423.1
30827	ENSG00000267015	AC023090.1
30828	ENSG00000131196	NFATC1
30829	ENSG00000286186	AC018445.5
30830	ENSG00000275186	AC018445.1
30831	ENSG00000286296	AC018445.6
30832	ENSG00000267287	AC068473.3
30833	ENSG00000267409	AC068473.4
30834	ENSG00000178412	AC068473.1
30835	ENSG00000274828	AC068473.5
30836	ENSG00000060069	CTDP1
30837	ENSG00000266901	AC068473.2
30838	ENSG00000266924	AC021594.1
30839	ENSG00000267780	AC021594.2
30840	ENSG00000178342	KCNG2
30841	ENSG00000278075	AC114341.1
30842	ENSG00000122490	SLC66A2
30843	ENSG00000287879	AC114341.2
30844	ENSG00000226742	HSBP1L1
30845	ENSG00000141759	TXNL4A
30846	ENSG00000267127	AC090360.1
30847	ENSG00000101546	RBFA
30848	ENSG00000261126	RBFADN
30849	ENSG00000101544	ADNP2
30850	ENSG00000267270	PARD6G-AS1
30851	ENSG00000178184	PARD6G
30852	ENSG00000278000	AC139100.2
30853	ENSG00000267251	AC139100.1
30854	ENSG00000282807	AC008993.3
30855	ENSG00000282591	FAM138F
30856	ENSG00000176695	OR4F17
30857	ENSG00000282535	AC092192.1
30858	ENSG00000282508	LINC01002
30859	ENSG00000282393	AC016588.2
30860	ENSG00000141934	PLPP2
30861	ENSG00000105556	MIER2
30862	ENSG00000267124	AC016588.1
30863	ENSG00000105549	THEG
30864	ENSG00000286667	AC010641.2
30865	ENSG00000267443	AC010641.1
30866	ENSG00000183186	C2CD4C
30867	ENSG00000129946	SHC2
30868	ENSG00000181781	ODF3L2
30869	ENSG00000099866	MADCAM1
30870	ENSG00000266933	AC005775.1
30871	ENSG00000141933	TPGS1
30872	ENSG00000099804	CDC34
30873	ENSG00000197540	GZMM
30874	ENSG00000267751	AC009005.1
30875	ENSG00000172270	BSG
30876	ENSG00000099822	HCN2
30877	ENSG00000099821	POLRMT
30878	ENSG00000261204	AC004449.1
30879	ENSG00000070388	FGF22
30880	ENSG00000070423	RNF126
30881	ENSG00000267666	AC004156.1
30882	ENSG00000070404	FSTL3
30883	ENSG00000185198	PRSS57
30884	ENSG00000099864	PALM
30885	ENSG00000099812	MISP
30886	ENSG00000272473	AC006273.1
30887	ENSG00000267530	LINC01836
30888	ENSG00000011304	PTBP1
30889	ENSG00000129951	PLPPR3
30890	ENSG00000172232	AZU1
30891	ENSG00000196415	PRTN3
30892	ENSG00000197561	ELANE
30893	ENSG00000197766	CFD
30894	ENSG00000175221	MED16
30895	ENSG00000198858	R3HDM4
30896	ENSG00000116014	KISS1R
30897	ENSG00000116017	ARID3A
30898	ENSG00000267159	AC005379.1
30899	ENSG00000275162	AC005391.1
30900	ENSG00000065268	WDR18
30901	ENSG00000266990	AC004528.1
30902	ENSG00000116032	GRIN3B
30903	ENSG00000182087	TMEM259
30904	ENSG00000274177	AC004528.2
30905	ENSG00000064666	CNN2
30906	ENSG00000064687	ABCA7
30907	ENSG00000180448	ARHGAP45
30908	ENSG00000099817	POLR2E
30909	ENSG00000167468	GPX4
30910	ENSG00000064932	SBNO2
30911	ENSG00000118046	STK11
30912	ENSG00000099625	CBARP
30913	ENSG00000267778	AC004221.1
30914	ENSG00000099624	ATP5F1D
30915	ENSG00000167470	MIDN
30916	ENSG00000099622	CIRBP
30917	ENSG00000267493	CIRBP-AS1
30918	ENSG00000228300	FAM174C
30919	ENSG00000099617	EFNA2
30920	ENSG00000267372	AC005330.1
30921	ENSG00000160953	PWWP3A
30922	ENSG00000267755	AC005329.2
30923	ENSG00000115286	NDUFS7
30924	ENSG00000280486	AC005329.3
30925	ENSG00000248015	AC005329.1
30926	ENSG00000130005	GAMT
30927	ENSG00000071626	DAZAP1
30928	ENSG00000115268	RPS15
30929	ENSG00000268798	AC027307.3
30930	ENSG00000115266	APC2
30931	ENSG00000267317	AC027307.2
30932	ENSG00000119559	C19orf25
30933	ENSG00000115257	PCSK4
30934	ENSG00000115255	REEP6
30935	ENSG00000185761	ADAMTSL5
30936	ENSG00000267092	AC027307.1
30937	ENSG00000185988	PLK5
30938	ENSG00000181588	MEX3D
30939	ENSG00000071655	MBD3
30940	ENSG00000127540	UQCR11
30941	ENSG00000071564	TCF3
30942	ENSG00000267073	AC005256.1
30943	ENSG00000205922	ONECUT3
30944	ENSG00000130270	ATP8B3
30945	ENSG00000079313	REXO1
30946	ENSG00000267007	AC012615.2
30947	ENSG00000267244	AC012615.6
30948	ENSG00000267125	AC012615.3
30949	ENSG00000129911	KLF16
30950	ENSG00000267141	AC012615.4
30951	ENSG00000261526	AC012615.1
30952	ENSG00000267232	AC012615.5
30953	ENSG00000129968	ABHD17A
30954	ENSG00000227500	SCAMP4
30955	ENSG00000213638	ADAT3
30956	ENSG00000133275	CSNK1G2
30957	ENSG00000180846	CSNK1G2-AS1
30958	ENSG00000133243	BTBD2
30959	ENSG00000267283	AC005306.1
30960	ENSG00000099875	MKNK2
30961	ENSG00000172081	MOB3A
30962	ENSG00000099840	IZUMO4
30963	ENSG00000065000	AP3D1
30964	ENSG00000104885	DOT1L
30965	ENSG00000267122	AC004490.1
30966	ENSG00000104886	PLEKHJ1
30967	ENSG00000104897	SF3A2
30968	ENSG00000104899	AMH
30969	ENSG00000167476	JSRP1
30970	ENSG00000104904	OAZ1
30971	ENSG00000188305	PEAK3
30972	ENSG00000220008	LINGO3
30973	ENSG00000288156	AC104530.1
30974	ENSG00000286880	AC005258.2
30975	ENSG00000130332	LSM7
30976	ENSG00000005206	SPPL2B
30977	ENSG00000178297	TMPRSS9
30978	ENSG00000099800	TIMM13
30979	ENSG00000176619	LMNB2
30980	ENSG00000267201	LINC01775
30981	ENSG00000099860	GADD45B
30982	ENSG00000176533	GNG7
30983	ENSG00000267412	AC092068.2
30984	ENSG00000267214	AC092068.1
30985	ENSG00000267749	AC092068.3
30986	ENSG00000276097	AC006538.3
30987	ENSG00000176490	DIRAS1
30988	ENSG00000286460	AC006538.4
30989	ENSG00000261342	AC006538.1
30990	ENSG00000141873	SLC39A3
30991	ENSG00000104969	SGTA
30992	ENSG00000172009	THOP1
30993	ENSG00000172006	ZNF554
30994	ENSG00000186300	ZNF555
30995	ENSG00000267063	AC006130.1
30996	ENSG00000287766	AC006130.3
30997	ENSG00000172000	ZNF556
30998	ENSG00000171970	ZNF57
30999	ENSG00000253392	AC119403.1
31000	ENSG00000175691	ZNF77
31001	ENSG00000104953	TLE6
31002	ENSG00000065717	TLE2
31003	ENSG00000267469	AC005944.1
31004	ENSG00000104964	TLE5
31005	ENSG00000088256	GNA11
31006	ENSG00000267139	AC005262.2
31007	ENSG00000267688	KF456478.1
31008	ENSG00000060558	GNA15
31009	ENSG00000267551	AC005264.1
31010	ENSG00000125910	S1PR4
31011	ENSG00000125912	NCLN
31012	ENSG00000161082	CELF5
31013	ENSG00000267448	AC010649.1
31014	ENSG00000141905	NFIC
31015	ENSG00000095932	SMIM24
31016	ENSG00000284638	AC005551.1
31017	ENSG00000129932	DOHH
31018	ENSG00000105325	FZR1
31019	ENSG00000161091	MFSD12
31020	ENSG00000183397	C19orf71
31021	ENSG00000267436	AC005786.3
31022	ENSG00000267231	AC005786.2
31023	ENSG00000064961	HMG20B
31024	ENSG00000179855	GIPC3
31025	ENSG00000006638	TBXA2R
31026	ENSG00000226800	CACTIN-AS1
31027	ENSG00000105298	CACTIN
31028	ENSG00000186111	PIP5K1C
31029	ENSG00000267304	AC004637.1
31030	ENSG00000105289	TJP3
31031	ENSG00000011132	APBA3
31032	ENSG00000267205	AC005954.2
31033	ENSG00000267138	AC005954.1
31034	ENSG00000183617	MRPL54
31035	ENSG00000173976	RAX2
31036	ENSG00000007264	MATK
31037	ENSG00000105278	ZFR2
31038	ENSG00000167654	ATCAY
31039	ENSG00000077009	NMRK2
31040	ENSG00000167657	DAPK3
31041	ENSG00000167658	EEF2
31042	ENSG00000105229	PIAS4
31043	ENSG00000178951	ZBTB7A
31044	ENSG00000268670	AC016586.1
31045	ENSG00000126934	MAP2K2
31046	ENSG00000060566	CREB3L3
31047	ENSG00000077463	SIRT6
31048	ENSG00000089847	ANKRD24
31049	ENSG00000105246	EBI3
31050	ENSG00000105248	YJU2
31051	ENSG00000105251	SHD
31052	ENSG00000167664	TMIGD2
31053	ENSG00000105255	FSD1
31054	ENSG00000178078	STAP2
31055	ENSG00000269425	AC104521.1
31056	ENSG00000008382	MPND
31057	ENSG00000269807	AC007292.3
31058	ENSG00000269318	AC007292.2
31059	ENSG00000141985	SH3GL1
31060	ENSG00000267980	AC007292.1
31061	ENSG00000167670	CHAF1A
31062	ENSG00000267255	AC011498.3
31063	ENSG00000167671	UBXN6
31064	ENSG00000267030	AC011498.2
31065	ENSG00000267769	AC011498.6
31066	ENSG00000267011	AC011498.1
31067	ENSG00000167674	HDGFL2
31068	ENSG00000167676	PLIN4
31069	ENSG00000214456	PLIN5
31070	ENSG00000171236	LRG1
31071	ENSG00000167680	SEMA6B
31072	ENSG00000185361	TNFAIP8L1
31073	ENSG00000074842	MYDGF
31074	ENSG00000268565	AC005339.1
31075	ENSG00000142002	DPP9
31076	ENSG00000205790	DPP9-AS1
31077	ENSG00000287884	AC005594.1
31078	ENSG00000176840	MIR7-3HG
31079	ENSG00000268536	AC005523.1
31080	ENSG00000141965	FEM1A
31081	ENSG00000269604	AC005523.2
31082	ENSG00000127666	TICAM1
31083	ENSG00000267484	AC027319.1
31084	ENSG00000105355	PLIN3
31085	ENSG00000205784	ARRDC5
31086	ENSG00000276043	UHRF1
31087	ENSG00000127663	KDM4B
31088	ENSG00000105426	PTPRS
31089	ENSG00000267550	AC022517.1
31090	ENSG00000274447	AC005790.1
31091	ENSG00000105428	ZNRF4
31092	ENSG00000223573	TINCR
31093	ENSG00000130254	SAFB2
31094	ENSG00000160633	SAFB
31095	ENSG00000130255	RPL36
31096	ENSG00000174917	MICOS13
31097	ENSG00000167733	HSD11B1L
31098	ENSG00000196365	LONP1
31099	ENSG00000174898	CATSPERD
31100	ENSG00000212123	PRR22
31101	ENSG00000141994	DUS3L
31102	ENSG00000171119	NRTN
31103	ENSG00000156413	FUT6
31104	ENSG00000171124	FUT3
31105	ENSG00000267709	AC024592.2
31106	ENSG00000130383	FUT5
31107	ENSG00000174886	NDUFA11
31108	ENSG00000266941	AC024592.1
31109	ENSG00000187650	VMAC
31110	ENSG00000267571	AC104532.2
31111	ENSG00000105519	CAPS
31112	ENSG00000031823	RANBP3
31113	ENSG00000266983	AC011444.1
31114	ENSG00000087903	RFX2
31115	ENSG00000267262	AC011444.2
31116	ENSG00000267299	AC011444.3
31117	ENSG00000130377	ACSBG2
31118	ENSG00000130382	MLLT1
31119	ENSG00000267563	AC011471.2
31120	ENSG00000167769	ACER1
31121	ENSG00000269802	AC011491.3
31122	ENSG00000125656	CLPP
31123	ENSG00000125652	ALKBH7
31124	ENSG00000125650	PSPN
31125	ENSG00000125651	GTF2F1
31126	ENSG00000269444	AC011491.2
31127	ENSG00000088247	KHSRP
31128	ENSG00000181240	SLC25A41
31129	ENSG00000125648	SLC25A23
31130	ENSG00000130545	CRB3
31131	ENSG00000205744	DENND1C
31132	ENSG00000275234	AC010503.4
31133	ENSG00000104833	TUBB4A
31134	ENSG00000268203	AC010503.2
31135	ENSG00000268191	AC010503.1
31136	ENSG00000125657	TNFSF9
31137	ENSG00000125726	CD70
31138	ENSG00000125735	TNFSF14
31139	ENSG00000125730	C3
31140	ENSG00000276980	AC008760.2
31141	ENSG00000125734	GPR108
31142	ENSG00000125733	TRIP10
31143	ENSG00000269680	AC008760.1
31144	ENSG00000125731	SH2D3A
31145	ENSG00000141968	VAV1
31146	ENSG00000174837	ADGRE1
31147	ENSG00000268845	AC025278.1
31148	ENSG00000196589	MBD3L2B
31149	ENSG00000237247	MBD3L5
31150	ENSG00000205718	MBD3L4
31151	ENSG00000230522	MBD3L2
31152	ENSG00000182315	MBD3L3
31153	ENSG00000130544	ZNF557
31154	ENSG00000171105	INSR
31155	ENSG00000263264	AC119396.1
31156	ENSG00000267852	AC119396.2
31157	ENSG00000104880	ARHGEF18
31158	ENSG00000104883	PEX11G
31159	ENSG00000198723	TEX45
31160	ENSG00000198816	ZNF358
31161	ENSG00000269371	AC008878.4
31162	ENSG00000090674	MCOLN1
31163	ENSG00000032444	PNPLA6
31164	ENSG00000076826	CAMSAP3
31165	ENSG00000076924	XAB2
31166	ENSG00000229833	PET100
31167	ENSG00000174788	PCP2
31168	ENSG00000268204	AC008763.1
31169	ENSG00000076944	STXBP2
31170	ENSG00000104918	RETN
31171	ENSG00000183019	MCEMP1
31172	ENSG00000181029	TRAPPC5
31173	ENSG00000104921	FCER2
31174	ENSG00000182566	CLEC4G
31175	ENSG00000090659	CD209
31176	ENSG00000104938	CLEC4M
31177	ENSG00000142459	EVI5L
31178	ENSG00000183248	PRR36
31179	ENSG00000268120	AC010336.3
31180	ENSG00000171017	LRRC8E
31181	ENSG00000214248	AC010336.1
31182	ENSG00000076984	MAP2K7
31183	ENSG00000268149	AC010336.4
31184	ENSG00000260001	TGFBR3L
31185	ENSG00000260500	AC010336.2
31186	ENSG00000104976	SNAPC2
31187	ENSG00000178531	CTXN1
31188	ENSG00000269139	AC010336.5
31189	ENSG00000104980	TIMM44
31190	ENSG00000286138	AC010336.8
31191	ENSG00000066044	ELAVL1
31192	ENSG00000269813	AC010336.6
31193	ENSG00000267939	AC008946.1
31194	ENSG00000131142	CCL25
31195	ENSG00000142449	FBN3
31196	ENSG00000090661	CERS4
31197	ENSG00000271717	AC022146.2
31198	ENSG00000167775	CD320
31199	ENSG00000267855	NDUFA7
31200	ENSG00000233927	RPS28
31201	ENSG00000186994	KANK3
31202	ENSG00000167772	ANGPTL4
31203	ENSG00000269386	RAB11B-AS1
31204	ENSG00000185236	RAB11B
31205	ENSG00000099785	MARCH2
31206	ENSG00000268931	AC136469.1
31207	ENSG00000099783	HNRNPM
31208	ENSG00000133246	PRAM1
31209	ENSG00000133250	ZNF414
31210	ENSG00000142347	MYO1F
31211	ENSG00000268618	AC092316.1
31212	ENSG00000142303	ADAMTS10
31213	ENSG00000267986	AC130469.1
31214	ENSG00000268480	LINC01862
31215	ENSG00000181786	ACTL9
31216	ENSG00000181733	OR2Z1
31217	ENSG00000167785	ZNF558
31218	ENSG00000269300	AC008734.1
31219	ENSG00000170948	MBD3L1
31220	ENSG00000269400	AC008734.2
31221	ENSG00000181143	MUC16
31222	ENSG00000170929	OR1M1
31223	ENSG00000170923	OR7G2
31224	ENSG00000161807	OR7G1
31225	ENSG00000170920	OR7G3
31226	ENSG00000130803	ZNF317
31227	ENSG00000188000	OR7D2
31228	ENSG00000174667	OR7D4
31229	ENSG00000237521	OR7E24
31230	ENSG00000196110	ZNF699
31231	ENSG00000267510	AC011451.1
31232	ENSG00000188321	ZNF559
31233	ENSG00000188629	ZNF177
31234	ENSG00000283108	AC011451.3
31235	ENSG00000174652	ZNF266
31236	ENSG00000287275	AC011451.4
31237	ENSG00000198028	ZNF560
31238	ENSG00000267273	AC008567.2
31239	ENSG00000287960	AC008567.3
31240	ENSG00000130818	ZNF426
31241	ENSG00000278611	ZNF426-DT
31242	ENSG00000197961	ZNF121
31243	ENSG00000171469	ZNF561
31244	ENSG00000267106	ZNF561-AS1
31245	ENSG00000171466	ZNF562
31246	ENSG00000277587	AC008759.3
31247	ENSG00000267612	AC008759.2
31248	ENSG00000196605	ZNF846
31249	ENSG00000266950	AC008752.1
31250	ENSG00000127452	FBXL12
31251	ENSG00000198258	UBL5
31252	ENSG00000267289	AC008752.2
31253	ENSG00000127445	PIN1
31254	ENSG00000105088	OLFM2
31255	ENSG00000080573	COL5A3
31256	ENSG00000267650	AC008742.1
31257	ENSG00000080511	RDH8
31258	ENSG00000130813	SHFL
31259	ENSG00000267387	AC020931.1
31260	ENSG00000130812	ANGPTL6
31261	ENSG00000130810	PPAN
31262	ENSG00000244165	P2RY11
31263	ENSG00000130811	EIF3G
31264	ENSG00000130816	DNMT1
31265	ENSG00000267534	S1PR2
31266	ENSG00000105364	MRPL4
31267	ENSG00000266978	AC011511.2
31268	ENSG00000267105	AC011511.3
31269	ENSG00000090339	ICAM1
31270	ENSG00000267607	AC011511.5
31271	ENSG00000105371	ICAM4
31272	ENSG00000105376	ICAM5
31273	ENSG00000220201	ZGLP1
31274	ENSG00000267673	FDX2
31275	ENSG00000161847	RAVER1
31276	ENSG00000274425	AC114271.1
31277	ENSG00000076662	ICAM3
31278	ENSG00000105397	TYK2
31279	ENSG00000105401	CDC37
31280	ENSG00000065989	PDE4A
31281	ENSG00000079999	KEAP1
31282	ENSG00000267197	AC011461.1
31283	ENSG00000180739	S1PR5
31284	ENSG00000130734	ATG4D
31285	ENSG00000129347	KRI1
31286	ENSG00000129355	CDKN2D
31287	ENSG00000129354	AP1M2
31288	ENSG00000129353	SLC44A2
31289	ENSG00000267100	ILF3-DT
31290	ENSG00000129351	ILF3
31291	ENSG00000213339	QTRT1
31292	ENSG00000079805	DNM2
31293	ENSG00000099203	TMED1
31294	ENSG00000214212	C19orf38
