gene_index	gene_id	gene_symbol
21388	ENSG00000134532	SOX5
21389	ENSG00000256473	AC087260.1
21390	ENSG00000256120	SOX5-AS1
21391	ENSG00000197503	LINC00477
21392	ENSG00000255745	AC023796.1
21393	ENSG00000060982	BCAT1
21394	ENSG00000256482	AC023796.2
21395	ENSG00000255921	AC026310.2
21396	ENSG00000226397	C12orf77
21397	ENSG00000118308	LRMP
21398	ENSG00000258449	AC023510.1
21399	ENSG00000276842	AC023510.2
21400	ENSG00000118307	CASC1
21401	ENSG00000205707	ETFRF1
21402	ENSG00000133703	KRAS
21403	ENSG00000274987	AC092794.1
21404	ENSG00000275197	AC092794.2
21405	ENSG00000278743	AC087239.1
21406	ENSG00000152936	LMNTD1
21407	ENSG00000257009	AC022367.1
21408	ENSG00000256686	AC019209.3
21409	ENSG00000256440	AC019209.2
21410	ENSG00000256256	AC019209.1
21411	ENSG00000246695	RASSF8-AS1
21412	ENSG00000123094	RASSF8
21413	ENSG00000123095	BHLHE41
21414	ENSG00000123096	SSPN
21415	ENSG00000256894	AC022509.3
21416	ENSG00000286752	AC022509.5
21417	ENSG00000256234	AC022509.2
21418	ENSG00000255750	AC022509.1
21419	ENSG00000278095	AC022509.4
21420	ENSG00000255858	AC055720.1
21421	ENSG00000255968	AC024145.1
21422	ENSG00000123104	ITPR2
21423	ENSG00000256185	AC055720.2
21424	ENSG00000234428	AC023051.1
21425	ENSG00000064102	INTS13
21426	ENSG00000111790	FGFR1OP2
21427	ENSG00000064115	TM7SF3
21428	ENSG00000247903	AC024896.1
21429	ENSG00000152944	MED21
21430	ENSG00000275764	AC092747.4
21431	ENSG00000214700	C12orf71
21432	ENSG00000256226	AC092747.1
21433	ENSG00000211455	STK38L
21434	ENSG00000029153	ARNTL2
21435	ENSG00000245311	ARNTL2-AS1
21436	ENSG00000165935	SMCO2
21437	ENSG00000110841	PPFIBP1
21438	ENSG00000248100	AC087257.1
21439	ENSG00000256377	AC009509.1
21440	ENSG00000174236	REP15
21441	ENSG00000276261	AC009509.4
21442	ENSG00000256504	AC009509.2
21443	ENSG00000061794	MRPS35
21444	ENSG00000205693	MANSC4
21445	ENSG00000256747	AC009511.2
21446	ENSG00000087448	KLHL42
21447	ENSG00000256512	AC009511.1
21448	ENSG00000087494	PTHLH
21449	ENSG00000257042	AC008011.2
21450	ENSG00000123106	CCDC91
21451	ENSG00000247934	AC022364.1
21452	ENSG00000278733	AC022079.2
21453	ENSG00000273989	AC022079.1
21454	ENSG00000256513	AC022081.1
21455	ENSG00000257258	AC012150.1
21456	ENSG00000064763	FAR2
21457	ENSG00000275278	AC012150.2
21458	ENSG00000275476	AC009318.4
21459	ENSG00000257176	AC009318.1
21460	ENSG00000274315	AC009318.3
21461	ENSG00000273680	AC009318.2
21462	ENSG00000087502	ERGIC2
21463	ENSG00000257599	OVCH1-AS1
21464	ENSG00000187950	OVCH1
21465	ENSG00000133687	TMTC1
21466	ENSG00000257456	AC009320.1
21467	ENSG00000286566	AC023511.3
21468	ENSG00000257262	AC023511.1
21469	ENSG00000257756	LINC02386
21470	ENSG00000257932	AC078776.1
21471	ENSG00000133704	IPO8
21472	ENSG00000285870	AC012673.1
21473	ENSG00000110888	CAPRIN2
21474	ENSG00000246331	AC010198.1
21475	ENSG00000285517	AC010198.2
21476	ENSG00000110900	TSPAN11
21477	ENSG00000245614	DDX11-AS1
21478	ENSG00000013573	DDX11
21479	ENSG00000275097	AC024940.6
21480	ENSG00000139146	SINHCAF
21481	ENSG00000177340	AC024940.1
21482	ENSG00000256232	LINC02387
21483	ENSG00000170456	DENND5B
21484	ENSG00000275769	AC068792.1
21485	ENSG00000255867	DENND5B-AS1
21486	ENSG00000287388	AC068774.1
21487	ENSG00000139160	ETFBKMT
21488	ENSG00000151743	AMN1
21489	ENSG00000276900	AC023157.3
21490	ENSG00000188375	H3F3C
21491	ENSG00000255760	LINC02422
21492	ENSG00000174718	RESF1
21493	ENSG00000276136	AC016957.2
21494	ENSG00000257530	AC048344.1
21495	ENSG00000151746	BICD1
21496	ENSG00000277342	AC048344.4
21497	ENSG00000274964	AC026356.1
21498	ENSG00000276115	AC026356.2
21499	ENSG00000139132	FGD4
21500	ENSG00000087470	DNM1L
21501	ENSG00000276148	AC084824.5
21502	ENSG00000139131	YARS2
21503	ENSG00000274105	AC084824.3
21504	ENSG00000275854	AC084824.4
21505	ENSG00000286950	AC087588.3
21506	ENSG00000057294	PKP2
21507	ENSG00000274976	AC087588.2
21508	ENSG00000257435	AC087311.2
21509	ENSG00000110975	SYT10
21510	ENSG00000259937	AC023158.1
21511	ENSG00000273853	AC023158.2
21512	ENSG00000245482	AC046130.1
21513	ENSG00000139133	ALG10
21514	ENSG00000256538	AC046130.2
21515	ENSG00000255628	AC140847.1
21516	ENSG00000255652	AC140847.2
21517	ENSG00000287442	AC079460.2
21518	ENSG00000175548	ALG10B
21519	ENSG00000258119	AC087897.2
21520	ENSG00000139117	CPNE8
21521	ENSG00000257718	CPNE8-AS1
21522	ENSG00000258144	LINC02406
21523	ENSG00000139116	KIF21A
21524	ENSG00000286576	AC121334.4
21525	ENSG00000173208	ABCD2
21526	ENSG00000285732	AC121334.3
21527	ENSG00000180116	C12orf40
21528	ENSG00000151229	SLC2A13
21529	ENSG00000260943	LINC02555
21530	ENSG00000223914	LINC02471
21531	ENSG00000225342	AC079630.1
21532	ENSG00000188906	LRRK2
21533	ENSG00000205592	MUC19
21534	ENSG00000258167	AC107023.1
21535	ENSG00000018236	CNTN1
21536	ENSG00000274682	AC015540.1
21537	ENSG00000165966	PDZRN4
21538	ENSG00000257228	AC090531.1
21539	ENSG00000257784	LINC02400
21540	ENSG00000257239	AC090630.1
21541	ENSG00000286591	AC006197.2
21542	ENSG00000151233	GXYLT1
21543	ENSG00000015153	YAF2
21544	ENSG00000134283	PPHLN1
21545	ENSG00000139168	ZCRB1
21546	ENSG00000274943	AC079684.1
21547	ENSG00000139174	PRICKLE1
21548	ENSG00000257225	AC079601.1
21549	ENSG00000258068	AC079600.3
21550	ENSG00000257510	LINC02402
21551	ENSG00000257164	LINC02451
21552	ENSG00000257114	LINC02450
21553	ENSG00000257849	AC012038.2
21554	ENSG00000257373	AC012038.1
21555	ENSG00000258331	LINC02461
21556	ENSG00000173157	ADAMTS20
21557	ENSG00000129317	PUS7L
21558	ENSG00000198001	IRAK4
21559	ENSG00000151239	TWF1
21560	ENSG00000139173	TMEM117
21561	ENSG00000257947	AC025030.2
21562	ENSG00000275286	AC025253.1
21563	ENSG00000286671	AC025253.2
21564	ENSG00000184613	NELL2
21565	ENSG00000185610	DBX2
21566	ENSG00000257319	AC008127.1
21567	ENSG00000287386	AC009248.3
21568	ENSG00000177119	ANO6
21569	ENSG00000278351	AC009248.2
21570	ENSG00000257657	AC079950.1
21571	ENSG00000273015	AC008124.1
21572	ENSG00000189079	ARID2
21573	ENSG00000278475	AC009464.1
21574	ENSG00000139218	SCAF11
21575	ENSG00000111371	SLC38A1
21576	ENSG00000274591	AC025031.3
21577	ENSG00000134294	SLC38A2
21578	ENSG00000258096	AC025031.2
21579	ENSG00000257261	AC008014.1
21580	ENSG00000257496	AC025031.1
21581	ENSG00000275481	AC025031.4
21582	ENSG00000272369	AC008035.1
21583	ENSG00000139209	SLC38A4
21584	ENSG00000274723	AC079906.1
21585	ENSG00000139211	AMIGO2
21586	ENSG00000179715	PCED1B
21587	ENSG00000247774	PCED1B-AS1
21588	ENSG00000257925	AC008083.2
21589	ENSG00000258181	AC008083.3
21590	ENSG00000276454	AC008083.4
21591	ENSG00000257924	LINC02416
21592	ENSG00000257906	LINC02156
21593	ENSG00000005175	RPAP3
21594	ENSG00000276390	AC004241.3
21595	ENSG00000257433	AC004241.1
21596	ENSG00000111405	ENDOU
21597	ENSG00000274902	AC004241.2
21598	ENSG00000079337	RAPGEF3
21599	ENSG00000211584	SLC48A1
21600	ENSG00000277173	AC004241.4
21601	ENSG00000061273	HDAC7
21602	ENSG00000268069	AC004466.1
21603	ENSG00000276691	AC004466.3
21604	ENSG00000274737	AC004466.2
21605	ENSG00000257488	LINC02354
21606	ENSG00000111424	VDR
21607	ENSG00000205537	AC121338.1
21608	ENSG00000278385	AC121338.2
21609	ENSG00000134291	TMEM106C
21610	ENSG00000139219	COL2A1
21611	ENSG00000258203	AC004801.5
21612	ENSG00000257985	AC004801.4
21613	ENSG00000257955	AC004801.3
21614	ENSG00000276814	AC004801.6
21615	ENSG00000079387	SENP1
21616	ENSG00000152556	PFKM
21617	ENSG00000177981	ASB8
21618	ENSG00000274124	AC074029.3
21619	ENSG00000177875	CCDC184
21620	ENSG00000269514	AC024257.3
21621	ENSG00000172640	OR10AD1
21622	ENSG00000258234	AC024257.1
21623	ENSG00000275228	AC024257.5
21624	ENSG00000187166	H1FNT
21625	ENSG00000167528	ZNF641
21626	ENSG00000257735	AC090115.1
21627	ENSG00000273765	AC024257.4
21628	ENSG00000139223	ANP32D
21629	ENSG00000177627	C12orf54
21630	ENSG00000258121	AC089987.2
21631	ENSG00000284723	OR8S1
21632	ENSG00000198678	OR5BS1P
21633	ENSG00000167531	LALBA
21634	ENSG00000139620	KANSL2
21635	ENSG00000129315	CCNT1
21636	ENSG00000257987	TEX49
21637	ENSG00000257653	AC117498.1
21638	ENSG00000174233	ADCY6
21639	ENSG00000257660	ADCY6-DT
21640	ENSG00000167535	CACNB3
21641	ENSG00000174243	DDX23
21642	ENSG00000172602	RND1
21643	ENSG00000139537	CCDC65
21644	ENSG00000134285	FKBP11
21645	ENSG00000134287	ARF3
21646	ENSG00000169884	WNT10B
21647	ENSG00000125084	WNT1
21648	ENSG00000181418	DDN
21649	ENSG00000258283	AC011603.3
21650	ENSG00000257913	DDN-AS1
21651	ENSG00000181929	PRKAG1
21652	ENSG00000167548	KMT2D
21653	ENSG00000167550	RHEBL1
21654	ENSG00000139549	DHH
21655	ENSG00000257346	AC011603.1
21656	ENSG00000139636	LMBR1L
21657	ENSG00000123416	TUBA1B
21658	ENSG00000258017	AC011603.2
21659	ENSG00000167552	TUBA1A
21660	ENSG00000167553	TUBA1C
21661	ENSG00000258101	AC010173.1
21662	ENSG00000258232	AC125611.3
21663	ENSG00000258334	AC125611.4
21664	ENSG00000135406	PRPH
21665	ENSG00000135451	TROAP
21666	ENSG00000186897	C1QL4
21667	ENSG00000178401	DNAJC22
21668	ENSG00000123352	SPATS2
21669	ENSG00000287537	AC020612.4
21670	ENSG00000135519	KCNH3
21671	ENSG00000187778	MCRS1
21672	ENSG00000110844	PRPF40B
21673	ENSG00000257964	AC020612.3
21674	ENSG00000135436	FAM186B
21675	ENSG00000161791	FMNL3
21676	ENSG00000139644	TMBIM6
21677	ENSG00000167566	NCKAP5L
21678	ENSG00000258057	BCDIN3D-AS1
21679	ENSG00000186666	BCDIN3D
21680	ENSG00000257253	AC131157.1
21681	ENSG00000135472	FAIM2
21682	ENSG00000257771	LINC02395
21683	ENSG00000258135	LINC02396
21684	ENSG00000167580	AQP2
21685	ENSG00000257588	AC025154.2
21686	ENSG00000257378	AC025154.1
21687	ENSG00000161798	AQP5
21688	ENSG00000086159	AQP6
21689	ENSG00000161800	RACGAP1
21690	ENSG00000110881	ASIC1
21691	ENSG00000066117	SMARCD1
21692	ENSG00000167588	GPD1
21693	ENSG00000178449	COX14
21694	ENSG00000272368	AC074032.1
21695	ENSG00000139624	CERS5
21696	ENSG00000050405	LIMA1
21697	ENSG00000257298	AC008147.2
21698	ENSG00000257256	AC008147.1
21699	ENSG00000185958	FAM186A
21700	ENSG00000161813	LARP4
21701	ENSG00000066084	DIP2B
21702	ENSG00000123268	ATF1
21703	ENSG00000186452	TMPRSS12
21704	ENSG00000185432	METTL7A
21705	ENSG00000274156	AC008121.2
21706	ENSG00000214511	HIGD1C
21707	ENSG00000274797	AC008121.3
21708	ENSG00000110911	SLC11A2
21709	ENSG00000050426	LETMD1
21710	ENSG00000110925	CSRNP2
21711	ENSG00000135457	TFCP2
21712	ENSG00000184271	POU6F1
21713	ENSG00000278126	AC139768.1
21714	ENSG00000183283	DAZAP2
21715	ENSG00000170545	SMAGP
21716	ENSG00000110934	BIN2
21717	ENSG00000139610	CELA1
21718	ENSG00000139629	GALNT6
21719	ENSG00000050438	SLC4A8
21720	ENSG00000271065	AC107031.1
21721	ENSG00000196876	SCN8A
21722	ENSG00000260122	AC068987.1
21723	ENSG00000284730	C12orf81
21724	ENSG00000260473	AC068987.2
21725	ENSG00000261308	FIGNL2
21726	ENSG00000261586	AC068987.3
21727	ENSG00000259887	FIGNL2-DT
21728	ENSG00000167612	ANKRD33
21729	ENSG00000139567	ACVRL1
21730	ENSG00000135503	ACVR1B
21731	ENSG00000161835	GRASP
21732	ENSG00000123358	NR4A1
21733	ENSG00000259884	AC025259.3
21734	ENSG00000123395	ATG101
21735	ENSG00000257663	AC025259.1
21736	ENSG00000284791	SMIM41
21737	ENSG00000257989	AC078864.1
21738	ENSG00000258279	LINC00592
21739	ENSG00000167767	KRT80
21740	ENSG00000257137	C12orf80
21741	ENSG00000135480	KRT7
21742	ENSG00000257671	KRT7-AS
21743	ENSG00000170442	KRT86
21744	ENSG00000257830	AC021066.1
21745	ENSG00000205426	KRT81
21746	ENSG00000287051	AC121757.2
21747	ENSG00000257829	AC121757.1
21748	ENSG00000170523	KRT83
21749	ENSG00000135443	KRT85
21750	ENSG00000161849	KRT84
21751	ENSG00000258253	AC078865.1
21752	ENSG00000161850	KRT82
21753	ENSG00000257500	AC055736.1
21754	ENSG00000170454	KRT75
21755	ENSG00000185479	KRT6B
21756	ENSG00000170465	KRT6C
21757	ENSG00000205420	KRT6A
21758	ENSG00000186081	KRT5
21759	ENSG00000139648	KRT71
21760	ENSG00000170484	KRT74
21761	ENSG00000170486	KRT72
21762	ENSG00000257495	KRT73-AS1
21763	ENSG00000186049	KRT73
21764	ENSG00000172867	KRT2
21765	ENSG00000167768	KRT1
21766	ENSG00000189182	KRT77
21767	ENSG00000257700	AC055716.3
21768	ENSG00000185069	KRT76
21769	ENSG00000186442	KRT3
21770	ENSG00000170477	KRT4
21771	ENSG00000185640	KRT79
21772	ENSG00000170423	KRT78
21773	ENSG00000170421	KRT8
21774	ENSG00000111057	KRT18
21775	ENSG00000063046	EIF4B
21776	ENSG00000257475	AC068888.2
21777	ENSG00000257337	AC068888.1
21778	ENSG00000111077	TNS2
21779	ENSG00000167778	SPRYD3
21780	ENSG00000167779	IGFBP6
21781	ENSG00000167780	SOAT2
21782	ENSG00000139631	CSAD
21783	ENSG00000257808	AC073573.1
21784	ENSG00000139651	ZNF740
21785	ENSG00000139626	ITGB7
21786	ENSG00000172819	RARG
21787	ENSG00000283536	AC021072.1
21788	ENSG00000182544	MFSD5
21789	ENSG00000135476	ESPL1
21790	ENSG00000123349	PFDN5
21791	ENSG00000257605	AC073611.1
21792	ENSG00000139637	C12orf10
21793	ENSG00000094914	AAAS
21794	ENSG00000170374	SP7
21795	ENSG00000185591	SP1
21796	ENSG00000135409	AMHR2
21797	ENSG00000205352	PRR13
21798	ENSG00000197111	PCBP2
21799	ENSG00000282977	PCBP2-OT1
21800	ENSG00000139625	MAP3K12
21801	ENSG00000270175	AC023509.3
21802	ENSG00000139546	TARBP2
21803	ENSG00000139574	NPFF
21804	ENSG00000170653	ATF7
21805	ENSG00000257550	AC023509.2
21806	ENSG00000285692	AC023509.6
21807	ENSG00000135390	ATP5MC2
21808	ENSG00000012822	CALCOCO1
21809	ENSG00000286069	AC076968.2
21810	ENSG00000260492	CISTR
21811	ENSG00000260030	AC076968.1
21812	ENSG00000249641	HOXC13-AS
21813	ENSG00000123364	HOXC13
21814	ENSG00000123407	HOXC12
21815	ENSG00000228630	HOTAIR
21816	ENSG00000123388	HOXC11
21817	ENSG00000251151	HOXC-AS3
21818	ENSG00000180818	HOXC10
21819	ENSG00000197757	HOXC6
21820	ENSG00000250133	HOXC-AS2
21821	ENSG00000180806	HOXC9
21822	ENSG00000250451	HOXC-AS1
21823	ENSG00000037965	HOXC8
21824	ENSG00000198353	HOXC4
21825	ENSG00000260597	AC012531.1
21826	ENSG00000172789	HOXC5
21827	ENSG00000248265	AC023794.1
21828	ENSG00000249388	AC023794.3
21829	ENSG00000250432	FAM242C
21830	ENSG00000123415	SMUG1
21831	ENSG00000250742	LINC02381
21832	ENSG00000260470	AC023794.6
21833	ENSG00000257534	AC023794.5
21834	ENSG00000248576	AC023794.2
21835	ENSG00000094916	CBX5
21836	ENSG00000257596	SCAT2
21837	ENSG00000258344	AC078778.1
21838	ENSG00000135486	HNRNPA1
21839	ENSG00000123405	NFE2
21840	ENSG00000111481	COPZ1
21841	ENSG00000258137	AC079313.2
21842	ENSG00000258086	AC079313.1
21843	ENSG00000139572	GPR84
21844	ENSG00000161642	ZNF385A
21845	ENSG00000161638	ITGA5
21846	ENSG00000257477	LINC01154
21847	ENSG00000170627	GTSF1
21848	ENSG00000123338	NCKAP1L
21849	ENSG00000257824	AC068789.1
21850	ENSG00000123360	PDE1B
21851	ENSG00000135447	PPP1R1A
21852	ENSG00000135413	LACRT
21853	ENSG00000161634	DCD
21854	ENSG00000257634	AC079310.1
21855	ENSG00000172551	MUCL1
21856	ENSG00000135426	TESPA1
21857	ENSG00000257870	AC027287.2
21858	ENSG00000123307	NEUROD4
21859	ENSG00000170605	OR9K2
21860	ENSG00000179919	OR10A7
21861	ENSG00000197706	OR6C74
21862	ENSG00000188324	OR6C6
21863	ENSG00000205330	OR6C1
21864	ENSG00000205329	OR6C3
21865	ENSG00000187857	OR6C75
21866	ENSG00000205328	OR6C65
21867	ENSG00000185821	OR6C76
21868	ENSG00000258763	AC122685.1
21869	ENSG00000179695	OR6C2
21870	ENSG00000184954	OR6C70
21871	ENSG00000205327	OR6C68
21872	ENSG00000179626	OR6C4
21873	ENSG00000179615	OR2AP1
21874	ENSG00000175398	OR10P1
21875	ENSG00000258921	AC009779.5
21876	ENSG00000170439	METTL7B
21877	ENSG00000135424	ITGA7
21878	ENSG00000135441	BLOC1S1
21879	ENSG00000135437	RDH5
21880	ENSG00000135404	CD63
21881	ENSG00000258056	AC009779.2
21882	ENSG00000135414	GDF11
21883	ENSG00000205323	SARNP
21884	ENSG00000257509	AC073487.1
21885	ENSG00000123353	ORMDL2
21886	ENSG00000135392	DNAJC14
21887	ENSG00000123342	MMP19
21888	ENSG00000170473	PYM1
21889	ENSG00000065357	DGKA
21890	ENSG00000273973	AC025162.2
21891	ENSG00000185664	PMEL
21892	ENSG00000123374	CDK2
21893	ENSG00000258554	AC025162.1
21894	ENSG00000111540	RAB5B
21895	ENSG00000139531	SUOX
21896	ENSG00000123411	IKZF4
21897	ENSG00000273890	AC034102.8
21898	ENSG00000257449	AC034102.3
21899	ENSG00000197728	RPS26
21900	ENSG00000065361	ERBB3
21901	ENSG00000170515	PA2G4
21902	ENSG00000257553	AC034102.4
21903	ENSG00000229117	RPL41
21904	ENSG00000139641	ESYT1
21905	ENSG00000135482	ZC3H10
21906	ENSG00000258345	AC034102.7
21907	ENSG00000258317	AC034102.6
21908	ENSG00000257809	AC034102.5
21909	ENSG00000196465	MYL6B
21910	ENSG00000092841	MYL6
21911	ENSG00000139613	SMARCC2
21912	ENSG00000258199	AC073896.4
21913	ENSG00000181852	RNF41
21914	ENSG00000139579	NABP2
21915	ENSG00000139540	SLC39A5
21916	ENSG00000139645	ANKRD52
21917	ENSG00000135469	COQ10A
21918	ENSG00000258260	AC073896.5
21919	ENSG00000062485	CS
21920	ENSG00000257303	AC073896.2
21921	ENSG00000257740	AC073896.3
21922	ENSG00000257727	CNPY2
21923	ENSG00000135473	PAN2
21924	ENSG00000110944	IL23A
21925	ENSG00000170581	STAT2
21926	ENSG00000175336	APOF
21927	ENSG00000276272	AC024884.2
21928	ENSG00000111602	TIMELESS
21929	ENSG00000135517	MIP
21930	ENSG00000176422	SPRYD4
21931	ENSG00000135423	GLS2
21932	ENSG00000076067	RBMS2
21933	ENSG00000076108	BAZ2A
21934	ENSG00000110955	ATP5F1B
21935	ENSG00000110958	PTGES3
21936	ENSG00000196531	NACA
21937	ENSG00000198056	PRIM1
21938	ENSG00000025423	HSD17B6
21939	ENSG00000170426	SDR9C7
21940	ENSG00000139547	RDH16
21941	ENSG00000287715	AC026120.3
21942	ENSG00000166856	GPR182
21943	ENSG00000166860	ZBTB39
21944	ENSG00000166863	TAC3
21945	ENSG00000166866	MYO1A
21946	ENSG00000166881	NEMP1
21947	ENSG00000166886	NAB2
21948	ENSG00000166888	STAT6
21949	ENSG00000123384	LRP1
21950	ENSG00000259125	LRP1-AS
21951	ENSG00000182379	NXPH4
21952	ENSG00000276727	AC137834.2
21953	ENSG00000182199	SHMT2
21954	ENSG00000185633	NDUFA4L2
21955	ENSG00000185482	STAC3
21956	ENSG00000179912	R3HDM2
21957	ENSG00000258001	AC126614.1
21958	ENSG00000175189	INHBC
21959	ENSG00000139269	INHBE
21960	ENSG00000287200	AC022506.2
21961	ENSG00000111087	GLI1
21962	ENSG00000123329	ARHGAP9
21963	ENSG00000166986	MARS
21964	ENSG00000175197	DDIT3
21965	ENSG00000285133	AC022506.1
21966	ENSG00000166987	MBD6
21967	ENSG00000175203	DCTN2
21968	ENSG00000155980	KIF5A
21969	ENSG00000166908	PIP4K2C
21970	ENSG00000178498	DTX3
21971	ENSG00000240771	ARHGEF25
21972	ENSG00000224713	AC025165.1
21973	ENSG00000135502	SLC26A10
21974	ENSG00000135454	B4GALNT1
21975	ENSG00000135506	OS9
21976	ENSG00000257342	AC025165.2
21977	ENSG00000135439	AGAP2
21978	ENSG00000255737	AGAP2-AS1
21979	ENSG00000135452	TSPAN31
21980	ENSG00000135446	CDK4
21981	ENSG00000139266	MARCH9
21982	ENSG00000111012	CYP27B1
21983	ENSG00000037897	METTL1
21984	ENSG00000123427	EEF1AKMT3
21985	ENSG00000123297	TSFM
21986	ENSG00000135407	AVIL
21987	ENSG00000270039	AC025165.5
21988	ENSG00000269903	AC025165.4
21989	ENSG00000175215	CTDSP2
21990	ENSG00000257953	AC083805.2
21991	ENSG00000245651	AC083805.1
21992	ENSG00000273805	AC083805.3
21993	ENSG00000166896	ATP23
21994	ENSG00000257698	GIHCG
21995	ENSG00000257541	LINC02403
21996	ENSG00000258231	AC020637.1
21997	ENSG00000257259	LINC02388
21998	ENSG00000139263	LRIG3
21999	ENSG00000257443	AC068305.2
22000	ENSG00000286351	AC046129.1
22001	ENSG00000286279	AC108721.2
22002	ENSG00000258214	AC108721.1
22003	ENSG00000257230	LINC02448
22004	ENSG00000118596	SLC16A7
22005	ENSG00000257294	AC080011.1
22006	ENSG00000287014	AC087883.2
22007	ENSG00000286402	AC090629.1
22008	ENSG00000198673	TAFA2
22009	ENSG00000257880	AC078789.1
22010	ENSG00000135655	USP15
22011	ENSG00000061987	MON2
22012	ENSG00000257568	AC079035.1
22013	ENSG00000221949	LINC01465
22014	ENSG00000257354	AC048341.1
22015	ENSG00000275180	AC048341.2
22016	ENSG00000111110	PPM1H
22017	ENSG00000257235	AC078814.1
22018	ENSG00000166148	AVPR1A
22019	ENSG00000258117	AC026116.1
22020	ENSG00000177990	DPY19L2
22021	ENSG00000249753	AC084357.2
22022	ENSG00000118600	RXYLT1
22023	ENSG00000255850	RXYLT1-AS1
22024	ENSG00000196935	SRGAP1
22025	ENSG00000256571	AC079866.2
22026	ENSG00000255886	AC020611.2
22027	ENSG00000287618	AC025576.3
22028	ENSG00000255817	AC025576.2
22029	ENSG00000255629	AC025576.1
22030	ENSG00000174206	C12orf66
22031	ENSG00000185306	C12orf56
22032	ENSG00000184575	XPOT
22033	ENSG00000277895	AC135279.4
22034	ENSG00000183735	TBK1
22035	ENSG00000153179	RASSF3
22036	ENSG00000256199	AC078962.2
22037	ENSG00000256670	AC078962.4
22038	ENSG00000225195	AC078962.1
22039	ENSG00000256314	AC078962.3
22040	ENSG00000135677	GNS
22041	ENSG00000215159	AC025262.1
22042	ENSG00000111490	TBC1D30
22043	ENSG00000286682	AC025262.4
22044	ENSG00000255693	LINC02389
22045	ENSG00000248995	LINC02231
22046	ENSG00000198671	AC135895.1
22047	ENSG00000156076	WIF1
22048	ENSG00000174106	LEMD3
22049	ENSG00000276853	AC026124.2
22050	ENSG00000174099	MSRB3
22051	ENSG00000250280	AC026124.1
22052	ENSG00000250748	AC025419.1
22053	ENSG00000255866	AC090023.1
22054	ENSG00000256268	LINC02454
22055	ENSG00000256915	AC090023.2
22056	ENSG00000149948	HMGA2
22057	ENSG00000277945	AC107308.1
22058	ENSG00000197301	HMGA2-AS1
22059	ENSG00000256083	AC090673.1
22060	ENSG00000256259	LINC02425
22061	ENSG00000139233	LLPH
22062	ENSG00000239335	LLPH-DT
22063	ENSG00000155957	TMBIM4
22064	ENSG00000090376	IRAK3
22065	ENSG00000256072	AC078889.1
22066	ENSG00000127311	HELB
22067	ENSG00000155974	GRIP1
22068	ENSG00000257083	AC073530.1
22069	ENSG00000111530	CAND1
22070	ENSG00000286563	AC078983.1
22071	ENSG00000256172	LINC02420
22072	ENSG00000203585	LINC02408
22073	ENSG00000256077	LINC02442
22074	ENSG00000127334	DYRK2
22075	ENSG00000235872	AC078777.1
22076	ENSG00000255970	LINC02421
22077	ENSG00000255772	LINC01479
22078	ENSG00000255733	IFNG-AS1
22079	ENSG00000111537	IFNG
22080	ENSG00000111536	IL26
22081	ENSG00000127318	IL22
22082	ENSG00000111554	MDM1
22083	ENSG00000251301	LINC02384
22084	ENSG00000256273	AC022511.1
22085	ENSG00000273824	AC008033.3
22086	ENSG00000127314	RAP1B
22087	ENSG00000247363	AC090061.1
22088	ENSG00000111581	NUP107
22089	ENSG00000175782	SLC35E3
22090	ENSG00000135679	MDM2
22091	ENSG00000256325	AC025423.1
22092	ENSG00000257181	AC025423.4
22093	ENSG00000135678	CPM
22094	ENSG00000258140	AC127894.1
22095	ENSG00000111605	CPSF6
22096	ENSG00000274979	AC020656.2
22097	ENSG00000090382	LYZ
22098	ENSG00000257764	AC020656.1
22099	ENSG00000127337	YEATS4
22100	ENSG00000257507	LINC02373
22101	ENSG00000166225	FRS2
22102	ENSG00000166226	CCT2
22103	ENSG00000198812	LRRC10
22104	ENSG00000127325	BEST3
22105	ENSG00000247131	AC025263.1
22106	ENSG00000127328	RAB3IP
22107	ENSG00000166268	MYRFL
22108	ENSG00000257815	AC025159.1
22109	ENSG00000257241	AC078922.1
22110	ENSG00000257139	LINC02821
22111	ENSG00000257613	LINC01481
22112	ENSG00000287132	AC092881.2
22113	ENSG00000111596	CNOT2
22114	ENSG00000135643	KCNMB4
22115	ENSG00000258168	AC025569.1
22116	ENSG00000127329	PTPRB
22117	ENSG00000277247	AC083809.1
22118	ENSG00000153233	PTPRR
22119	ENSG00000257265	AC123905.1
22120	ENSG00000257454	AC025575.1
22121	ENSG00000258053	AC025575.2
22122	ENSG00000127324	TSPAN8
22123	ENSG00000139292	LGR5
22124	ENSG00000277223	AC090116.1
22125	ENSG00000257761	AC078860.2
22126	ENSG00000133858	ZFC3H1
22127	ENSG00000173451	THAP2
22128	ENSG00000139291	TMEM19
22129	ENSG00000257515	AC011601.1
22130	ENSG00000080371	RAB21
22131	ENSG00000257410	AC089984.1
22132	ENSG00000121749	TBC1D15
22133	ENSG00000139287	TPH2
22134	ENSG00000258115	AC090109.1
22135	ENSG00000072657	TRHDE
22136	ENSG00000236333	TRHDE-AS1
22137	ENSG00000258235	AC133480.1
22138	ENSG00000258294	AC090503.2
22139	ENSG00000258123	LINC02444
22140	ENSG00000257682	AC090503.1
22141	ENSG00000257750	LINC02445
22142	ENSG00000251138	AC090015.1
22143	ENSG00000257587	AC136188.1
22144	ENSG00000258332	LINC02394
22145	ENSG00000257183	AC090502.2
22146	ENSG00000253719	ATXN7L3B
